filename,solc_version,exit_status,duration_s,reentrancy,overflow,timestamp,tod
0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f.sol,0.4.26,OK,5.66,1,-1,-1,1
0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e.sol,0.4.26,OK,1.76,0,-1,-1,0
0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9.sol,0.4.26,OK,1.69,0,-1,-1,0
0x19cf8481ea15427a98ba3cdd6d9e14690011ab10.sol,0.4.26,OK,9.5,0,-1,-1,1
0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4.sol,0.4.26,OK,5.17,1,-1,-1,1
0x2972d548497286d18e92b5fa1f8f9139e5653fd2.sol,0.4.26,OK,1.42,0,-1,-1,0
0x39cfd754c85023648bf003bea2dd498c5612abfa.sol,0.4.26,OK,1.53,0,-1,-1,0
0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01.sol,0.4.26,OK,1.75,0,-1,-1,0
0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859.sol,0.4.26,OK,1.29,0,-1,-1,0
0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2.sol,0.4.26,OK,3.1,0,-1,-1,1
0x4051334adc52057aca763453820cb0e045076ef3.sol,0.4.26,OK,1.38,0,-1,-1,0
0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol,0.4.26,OK,5.51,1,-1,-1,1
0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c.sol,0.4.26,OK,1.33,0,-1,-1,0
0x4b71ad9c1a84b9b643aa54fdd66e2dec96e8b152.sol,0.4.26,OK,1.23,0,-1,-1,0
0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,0.4.26,OK,5.75,1,-1,-1,1
0x524960d55174d912768678d8c606b4d50b79d7b1.sol,0.4.26,OK,1.18,0,-1,-1,0
0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol,0.4.26,OK,1.19,0,-1,-1,0
0x561eac93c92360949ab1f1403323e6db345cbf31.sol,0.4.26,OK,5.73,1,-1,-1,1
0x5aa88d2901c68fda244f1d0584400368d2c8e739.sol,0.4.26,OK,1.24,0,-1,-1,0
0x610495793564aed0f9c7fc48dc4c7c9151d34fd6.sol,0.4.26,OK,1.23,0,-1,-1,0
0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,0.4.26,OK,2.56,0,-1,-1,0
0x663e4229142a27f00bafb5d087e1e730648314c3.sol,0.4.26,OK,16.53,1,-1,-1,0
0x70f9eddb3931491aab1aeafbc1e7f1ca2a012db4.sol,0.4.26,OK,2.65,0,-1,-1,1
0x7541b76cb60f4c60af330c208b0623b7f54bf615.sol,0.4.26,OK,2.7,0,-1,-1,0
0x78c2a1e91b52bca4130b6ed9edd9fbcfd4671c37.sol,0.4.26,OK,2.76,0,-1,-1,1
0x7a4349a749e59a5736efb7826ee3496a2dfd5489.sol,0.4.26,OK,2.79,0,-1,-1,1
0x7a8721a9d64c74da899424c1b52acbf58ddc9782.sol,0.4.26,OK,5.34,1,-1,-1,1
0x7b368c4e805c3870b6c49a3f1f49f69af8662cf3.sol,0.4.26,OK,1.91,0,-1,-1,0
0x7d09edb07d23acb532a82be3da5c17d9d85806b4.sol,0.4.26,OK,1.5,0,-1,-1,0
0x806a6bd219f162442d992bdc4ee6eba1f2c5a707.sol,0.4.26,OK,2.78,0,-1,-1,1
